noise_level,phi_correlation,order2_correlation,order3_correlation,order4_correlation,order5_correlation,order6_correlation,order7_correlation,order8_correlation,order9_correlation,order10_correlation,order11_correlation,order12_correlation,order13_correlation
0.05,0.9931426352678417,0.9944033855928412,0.9933627740968909,0.9898992543178947,0.9904574908562412,0.9872397682439745,0.9871316165795079,0.9857239170841864,0.9838041774167802,0.9835878226425668,0.9839918984328608,0.9757557802520287,0.9876143444999691
0.05,0.9954371013847592,0.9935800984690247,0.9937971014976014,0.9896771892599177,0.9904414080314493,0.9878608157110786,0.9874192605579559,0.9857777408950997,0.9854074944406686,0.9807808446420312,0.9851333093523988,0.9722821397343433,0.9863723285862612
0.05,0.9943975650367186,0.9944335324123198,0.9935628936796471,0.9903468534709573,0.9901907635460822,0.9888492037984417,0.9872838534576821,0.9872271317517687,0.9846618332129378,0.9836534346157356,0.9847759993967617,0.9777210597222294,0.9872729172402412
0.05,0.990178075229827,0.9944458638953512,0.9931731807606495,0.9894317330216433,0.9901053554608343,0.9888438631484048,0.9875653911835324,0.987415938284363,0.9856876510565252,0.982205285721243,0.9859127082542187,0.973278833628465,0.9872503031810843
0.05,0.9968783276360983,0.9960492203300381,0.9936862679856481,0.9910613605143052,0.9901157010684019,0.9884649194607519,0.9863663824300206,0.9848759069756859,0.9827853055461404,0.9768850566729547,0.982992694503751,0.959235627310374,0.9861147472291173
0.05,0.9969308666910185,0.9950633033265112,0.9937149798248406,0.9902444351740967,0.9898536053456435,0.9879382067889916,0.9866444489535932,0.9850955527518966,0.9853383829380917,0.9798882743182553,0.9879606954696106,0.9700991339935264,0.9918050739491739
0.05,0.990680519231279,0.9939344378701039,0.9936250759388491,0.9900829289990716,0.9905062927407429,0.9883561975136156,0.9873560621499862,0.9853159404378494,0.9849488185630889,0.9798063668748388,0.9839731895519945,0.9755667637765121,0.985359455525917
0.05,0.9961677083424509,0.9944133599240955,0.9937902483429444,0.9899720331442143,0.9906703920703338,0.9872416686441815,0.9878840969020435,0.9847844971701327,0.9855612871086014,0.981824666477081,0.9853852783371674,0.9771358967272726,0.9871356736732559
0.05,0.9933068414643482,0.9938525489107982,0.9932550064176769,0.9903872524680236,0.9901679009367504,0.9887956166169618,0.9877428353547415,0.9873047360658828,0.9847054525994349,0.9847536188672732,0.9832804052639237,0.9815658793340108,0.9861272358484069
0.05,0.993604267767468,0.9941659667253109,0.9940811135526906,0.9900983424458407,0.9912236689813281,0.9877924382258686,0.9878515310588645,0.9845827273985914,0.9830265824687415,0.9777371666335707,0.9825888221713796,0.9651608444770359,0.9874757915440422
0.1,0.983793466795187,0.9818364917596045,0.972880747356388,0.9613429430353775,0.9629099529780585,0.9529531424924631,0.9526389423599383,0.9415158605994862,0.9406937849105892,0.9182715573822222,0.9351642919504006,0.8875759455527302,0.9410393787109301
0.1,0.9843212616807989,0.9849935961245811,0.976378161722936,0.9631770446908331,0.9663987124412833,0.9560117788022073,0.9576983143601505,0.9511306262383544,0.9469471986985367,0.9447707810920438,0.9423906226975939,0.9374275627076676,0.9442619401025489
0.1,0.9755997015732016,0.9763632495243729,0.9757117827296212,0.9642719284238214,0.9639528888576742,0.9560005222472888,0.948136526103616,0.9445631956912883,0.9275970641668099,0.9220263053857864,0.9197759467642288,0.8867289713073176,0.9339430837775604
0.1,0.9876303811928113,0.9823058034266762,0.9741092346361573,0.9654117326263931,0.966035815460829,0.9605627160035002,0.9571890939966706,0.9602611824815516,0.9459275394459151,0.9568686680278897,0.9454842139306151,0.9374678393886487,0.955110904624207
0.1,0.9740751541529425,0.9845361408512965,0.9738820968303555,0.9650984637158009,0.963132772435466,0.9556869728534609,0.9544730507833412,0.9457553627470104,0.9459973111567117,0.9272139601864794,0.944454951143906,0.8996513292953336,0.9466812731442784
0.1,0.9853901362463322,0.979441293144609,0.9733968592369376,0.9594481252032848,0.9611351520318289,0.9548454399730526,0.9493630630913816,0.9465228615905491,0.9329885536245341,0.9176467044671603,0.9206729636864593,0.866165101133779,0.9183536060751868
0.1,0.9843769657353368,0.9822524508941939,0.9763868580268942,0.9615967424678837,0.9656010834485451,0.9508895672021477,0.9519258605647677,0.9437827577582587,0.9415391821755912,0.9338051696877572,0.9502309116542044,0.9171526619859215,0.9676228955838374
0.1,0.9951461590896044,0.9820462976178432,0.9740353278288107,0.9671905778901659,0.9652267814770005,0.9608097759994215,0.9566624855684226,0.9525590224161485,0.9426251632930781,0.937349700709876,0.9336057392294065,0.9008181242628949,0.9299594264745974
0.1,0.9633718952454648,0.9761336991584723,0.9719030950824775,0.9626184204036249,0.9611085185060738,0.9588559053028013,0.9514822194378887,0.9551623790763923,0.941664652651429,0.9414479295577024,0.94304584929745,0.9144287791349518,0.9535483834269517
0.1,0.9810524277441692,0.9814130318005857,0.9747554001518733,0.9617606213078527,0.9650710697514076,0.9529953353674747,0.9548986056153207,0.9403048595248015,0.9450772236580344,0.9118062138789809,0.9462887937566129,0.8633922294330612,0.960189962558244
0.2,0.8608945752332934,0.9378304448499375,0.9120769878854249,0.8688900599790695,0.8787164071604742,0.8346432933413966,0.8534715289358806,0.8108030504874413,0.8353387183982615,0.7832394465499505,0.8267308328065714,0.7591450284500398,0.8258537115080338
0.2,0.9572694114300466,0.9201263683216933,0.9114986911636164,0.8893068496992725,0.8785393556707808,0.864140246205295,0.8498175728507177,0.8174756119185068,0.8265135966943715,0.7489556846000563,0.8233273726944659,0.6663094506396657,0.8113916315930204
0.2,0.9573726218485115,0.9438475996012792,0.9232203692760137,0.8794521408280256,0.8949587964641639,0.8521349775577929,0.8682130269867706,0.8420760540008057,0.8330848704950656,0.8232244075552618,0.829852307594439,0.7866731230911508,0.8446435450284308
0.2,0.9137446892880218,0.9357168933967694,0.9184113910745079,0.8755195837678668,0.8835950661227218,0.8489436798703982,0.8441837791777158,0.8418083871157209,0.8150831918795395,0.8214896893388591,0.8314409585591237,0.7746872616847336,0.8767202216017306
0.2,0.9581736082487599,0.9055958210364045,0.9185928766252287,0.8717799143589822,0.880809251691126,0.8467018424111786,0.8521212697326042,0.7942081862419323,0.8263472892594305,0.7180363797069886,0.803551079165156,0.6541098629664751,0.777607128342728
0.2,0.9451801729708978,0.9222971623624947,0.897034409962237,0.8745376318027056,0.8563780607816718,0.8553714039032437,0.8236305845879655,0.8304486008090302,0.7903764649182947,0.7875060913421221,0.7522228979360462,0.725041453350011,0.7157087058177044
0.2,0.9044079601899012,0.9390751723348454,0.9037817771317164,0.8830236670734504,0.8767002968517105,0.8516368205196482,0.8427002285190407,0.8150323758237006,0.8025311253009961,0.7627863714573483,0.8027992193030055,0.6971455167247477,0.8624553510176021
0.2,0.9556953332445822,0.9245086197979308,0.9208096357102455,0.8638995760593511,0.8799247350386801,0.8439258674827429,0.8385256796433949,0.8271101599106474,0.8125221845257404,0.7729720387053267,0.8298024639322624,0.6814854276054596,0.8599896188415906
0.2,0.9389406968309323,0.9207399852494638,0.9178622316124708,0.8855094236782437,0.8776542067066998,0.8713129330852295,0.8513423751566552,0.854115467141192,0.8230280323252299,0.8179788900108576,0.8183148709553898,0.7611350140548068,0.8415859479182982
0.2,0.9583289501733748,0.9311953563324945,0.915822739216911,0.8822305798813528,0.881708649414554,0.8570505476171287,0.8466381639591911,0.8275585246512049,0.8185028049346286,0.7819416058708484,0.8351992666957311,0.7220646561976003,0.8778531472464741
0.3,0.866519734353479,0.858330269116257,0.8362928058683754,0.7563922588038072,0.7841033401541845,0.7186777990126928,0.7309498544613898,0.6784698636170748,0.65714706746389,0.6170669991704344,0.5895212338958916,0.5420897455232894,0.5374022757637212
0.3,0.7936574100286449,0.8167406982071722,0.816861135478705,0.7468270449638257,0.7660899546007625,0.7273315867760312,0.7166892585550535,0.7116933407669757,0.643423611904218,0.6485870613131064,0.5959066705852367,0.5142279740136261,0.6113744310897842
0.3,0.6041407814423274,0.8899567976393861,0.8382244872190023,0.7496848055818184,0.7821125690993848,0.6954549973544338,0.7270247903326987,0.6801319850928468,0.6825481816476995,0.6625952973510266,0.6727113595338613,0.5944818863120445,0.670857204626356
0.3,0.8324514060893048,0.819896438889323,0.850978419594597,0.7590766759360486,0.8057960319923031,0.7396212926177897,0.7454560593436717,0.7079799107764396,0.6733462303630992,0.6600668026003373,0.6538497292100091,0.5899834812167655,0.6639056845395418
0.3,0.881337931660919,0.8590954334869192,0.8423815365001615,0.7712413389470346,0.7683852664349988,0.7208722728030925,0.685530200339965,0.6767083870886591,0.6335046171762309,0.6457685076061491,0.6539425117186766,0.606848187222142,0.6824672933220317
0.3,0.8372715095337867,0.8361097832562538,0.8265602301291273,0.7693283152224701,0.7833775844997929,0.7429286788522258,0.7408103034389543,0.7015075585853341,0.7145972599029667,0.5879578638374863,0.7460309022947104,0.4105791505588185,0.7984107527916465
0.3,0.8738269182695046,0.8677905488791146,0.8156773604766016,0.7645417841364855,0.7564223570143018,0.713274254193403,0.712524174237749,0.6916350114243204,0.6642633607562423,0.6592548132238794,0.6531659810719788,0.5639149731907447,0.6819268135931386
0.3,0.863853940670637,0.8465881236869421,0.8303622300420584,0.7763717638923955,0.7659759397224454,0.7368082548044176,0.6967803565660116,0.7060309346433795,0.6338351940117986,0.6635367710680347,0.6219865004756445,0.5891705293189498,0.6554296090419709
0.3,0.88426689723355,0.8336640439146464,0.8240864680792,0.757901222307368,0.7710091713783285,0.7284384281756051,0.7218585796289952,0.6978040838352892,0.6217839704757531,0.630082941603951,0.4401793338827922,0.4765673196279092,0.21572106243587194
0.3,0.8152193896709773,0.8369787985366753,0.8142511950933142,0.768920799118568,0.7417836305089845,0.7407258486907231,0.6854888223689115,0.7210903180517595,0.5932474006389439,0.6799022900891137,0.47361706138472404,0.6237497652137689,0.35015796910278874
